Support / Oppose,Candidate,Amount,Name,Purchase,Office,Date,Aggregate Amount
Support,"Cruz, Rafael Edward 'Ted'","$5,222.15",Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-12-25,$0.00
Support,"Cruz, Rafael 'Ted'","$5,220.05",Google,Digital Media Production/Placement - KANSAS,Presidential,2016-03-04,"$1,118,444.18"
Support,"Cruz, Rafael 'Ted'","$5,174.33",Google,Digital Media Production/Placement - OKLAHOMA,Presidential,2016-02-29,"$749,609.20"
Support,"Cruz, Rafael Edward 'Ted'","$5,140.26",Facebook - [Memo Item],Digital Media Production/Placement,Presidential,2015-12-21,$0.00
Support,"Cruz, Ted","$5,097.85",Facebook,Digital Media Production/Placement,Presidential,2016-01-20,"$22,023.98"
Support,"Cruz, Rafael Edward Ted","$5,074.21",Facebook,Digital Media Production/Placement,Presidential,2016-02-28,"$47,237.12"
Support,"Cruz, Rafael Edward Ted","$5,074.21",Facebook,Digital Media Production/Placement,Presidential,2016-02-28,"$6,011.85"
Support,"Cruz, Rafael Edward Ted","$5,074.21",Facebook,Digital Media Production/Placement,Presidential,2016-02-28,"$5,634.82"
Support,"Cruz, Rafael Edward Ted","$5,074.21",Facebook,Digital Media Production/Placement,Presidential,2016-02-28,"$35,144.21"
Support,"Cruz, Rafael 'Ted'","$5,022.07",Google,Digital Media Production/Placement - MINNESOTA,Presidential,2016-02-29,"$827,517.05"
Oppose,"Trump, Donald J","$5,000.00","Facebook, Inc.",Media Buy,Presidential,2016-10-25,"$177,286.18"
Oppose,"Trump, Donald","$5,000.00",Facebook,Digital Ad placement,Presidential,2016-09-23,"$45,986.17"
Oppose,"Clinton, Hillary","$5,000.00",Facebook,Digital Advertising,Presidential,2016-11-04,"$28,000.00"
Support,"Heck, Joe","$5,000.00",Facebook,Online ads,State,2016-10-16,"$5,000.00"
Oppose,"Trump, Donald","$5,000.00",Facebook,Digital Advertising,Presidential,2016-10-18,"$175,810.00"
Oppose,"Trump, Donald","$5,000.00",Facebook,Digital Advertising,Presidential,2016-10-18,"$179,960.00"
Support,"Trump, Donald","$5,000.00",GOOGLE INC.,ONLINE ADVERTISING - NATIONALLY DISTRIBUTED,Presidential,2016-04-19,"$1,136,969.41"
Support,"Cruz, Rafael 'Ted'","$5,000.00",Facebook,Digital Media Production/Placement,Presidential,2016-04-03,"$2,366,550.42"
Support,"Cruz, Rafael 'Ted'","$5,000.00",Facebook,Digital Media Production/Placement - OHIO,Presidential,2016-03-14,"$1,584,250.78"
Support,"Cruz, Rafael 'Ted'","$5,000.00",Facebook,Digital Media Production/Placement - MISSOURI,Presidential,2016-03-10,"$1,292,017.19"
Support,"Clinton, Hillary","$5,000.00",Facebook,Digital media buy - estimated cost,Presidential,2016-10-12,"$87,233.30"
Support,"Clinton, Hillary","$5,000.00",Facebook,Digital media buy - estimated cost,Presidential,2016-10-14,"$78,272.01"
Support,"Clinton, Hillary","$5,000.00",Facebook,Digital media buy - estimated cost,Presidential,2016-11-04,"$82,316.84"
Support,"Clinton, Hillary","$5,000.00",Facebook,Digital media buy - estimated cost,Presidential,2016-10-30,"$40,250.00"
Support,"Clinton, Hillary","$5,000.00",Facebook,Digital media buy - estimated cost,Presidential,2016-10-31,"$660,588.55"
Support,"Clinton, Hillary","$5,000.00",Facebook,Digital media buy - estimated cost,Presidential,2016-10-26,"$40,250.00"
Support,"Clinton, Hillary","$5,000.00",Facebook,Digital media buy - estimated cost,Presidential,2016-10-28,"$40,250.00"
Support,"Clinton, Hillary","$5,000.00",Facebook,Digital media buy - estimated cost,Presidential,2016-10-14,"$72,272.01"
Support,"Clinton, Hillary","$5,000.00",Facebook,Digital media buy - estimated cost,Presidential,2016-10-19,"$136,760.57"
Support,"Clinton, Hillary Rodham","$5,000.00",Facebook,Online Advertising,Presidential,2016-10-28,"$356,727.35"
Support,"Clinton, Hillary Rodham","$5,000.00",Facebook,Online Advertising,Presidential,2016-11-03,"$529,030.42"
Oppose,"Trump, Donald J.","$5,000.00",Facebook,Online Advertising,Presidential,2016-10-31,"$477,140.72"
Oppose,"Trump, Donald J","$5,000.00",Facebook,Digital Ad Buy (Estimate),Presidential,2016-10-12,"$94,149,868.16"
Oppose,"Clinton, Hillary Rodham","$5,000.00","Google, Inc.",video ad,Presidential,2016-10-21,"$162,833.91"
Oppose,"Clinton, Hillary Rodham","$5,000.00",Facebook,video ad,Presidential,2016-10-21,"$167,833.91"
Oppose,"Clinton, Hillary Rodham","$5,000.00","Facebook, Inc.",FL Ads,Presidential,2016-09-30,"$47,241.62"
Oppose,"Clinton, Hillary Rodham","$5,000.00",Facebook,"9/27-10/18 Facebooks ads across 50 states,reporting based on single entry reporting in AO-2003-440",Presidential,2016-09-27,"$21,500.30"
Oppose,"Clinton, Hillary Rodham","$5,000.00",Facebook,Facebook ads,Presidential,2016-09-27,"$27,000.30"
Oppose,"Murphy, Patrick E","$5,000.00","Facebook, Inc.",FL Ads,State,2016-09-30,"$5,000.00"
Oppose,"Murphy, Patrick E","$5,000.00","Google, Inc.",video ad,State,2016-10-21,"$31,124.13"
Oppose,"Murphy, Patrick E","$5,000.00",Facebook,video ad,State,2016-10-21,"$36,124.13"
Support,"Trump, Donald J. / Michael","$5,000.00","Facebook, Inc.","Facebook ads across all 50 states, reporting based on single entry reporting in AO-2003-440",Presidential,2016-11-02,"$294,406.78"
Oppose,"Clinton, Hillary","$5,000.00",FACEBOOK INC.,DIGITAL ADVERTISING,Presidential,2016-11-01,"$5,000.00"
Support,"Cruz, Rafael Edward Ted","$5,000.00","Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Oppose,"Trump, Donald","$4,899.32",Facebook,Facebook Ads,Presidential,2016-09-28,"$74,488.70"
Support,"Cruz, Rafael 'Ted'","$4,854.02",Google,Digital Media/Production/Placement - LOUISIANA,Presidential,2016-03-03,"$1,033,140.51"
Support,"Russel, Feingold","$4,791.00","Facebook, Inc.",Online Ads,State,2016-10-14,"$13,943.00"
Support,"Cruz, Rafael 'Ted'","$4,774.70",YouTube,Digital Media Production/Placement,Presidential,2016-01-30,"$453,299.30"
Support,"Cruz, Rafael 'Ted'","$4,770.10",Facebook,Digital Media Production/Placement,Presidential,2016-04-05,"$2,391,583.17"
Support,"Cruz, Rafael 'Ted'","$4,750.80",Google,Digital Media Production/Placement - KENTUCKY,Presidential,2016-03-04,"$1,089,356.75"
Support,"Cruz, Rafael 'Ted'","$4,736.07",Facebook,Digital Media Production/Placement,Presidential,2016-02-04,"$515,540.68"
Support,"Cruz, Ted","$4,733.91",YouTube,Digital Media Production/Placement,Presidential,2016-01-27,"$391,465.66"
Support,"Cruz, Rafael 'Ted'","$4,731.17",Google,Digital Media Production/Placement,Presidential,2016-02-26,"$586,139.06"
Support,"Cruz, Rafael 'Ted'","$4,705.72",Facebook,Digital Media Production/Placement - MICHIGAN,Presidential,2016-03-07,"$1,208,012.25"
Support,"Cruz, Rafael 'Ted'","$4,683.75",Google,Digital Media Production/Placement - VIRGINIA,Presidential,2016-03-01,"$960,447.57"
Oppose,"Trump, Donald","$4,683.37",Facebook,Digital ads,Presidential,2016-10-03,"$99,442.03"
Support,"Cruz, Ted","$4,656.32",YouTube,Digital Media Production/Placement,Presidential,2016-01-25,"$210,495.72"
Oppose,"Clinton, Hillary Rodham","$4,625.00","Facebook, Inc.",FL Video ad,Presidential,2016-10-27,"$220,199.22"
Oppose,"Murphy, Patrick E","$4,625.00","Facebook, Inc.",FL Video Ads,State,2016-10-27,"$56,979.41"
Support,"Cruz, Rafael Edward 'Ted'","$4,580.34",YouTube - Memo Item,Digital Media Production/Placement,Presidential,2015-12-16,$0.00
Support,"Cruz, Rafael 'Ted'","$4,568.26",Google,Digital Media Production/Placement - VIRGINIA,Presidential,2016-02-29,"$797,371.83"
Support,"Cruz, Rafael 'Ted'","$4,508.31",Facebook,Digital Media Production/Placement,Presidential,2016-02-27,"$602,845.67"
Support,"Trump, Donald J.","$4,500.00",Facebook,Online advertising through 11/8 - estimate,Presidential,,$0.00
Support,"Trump, Donald J.","$4,500.00",Facebook,Online advertising through 11/8 - estimate,Presidential,,$0.00
Support,"Toomey, Patrick Joseph","$4,500.00",Facebook,Web Advertising,State,2016-11-03,"$6,250.00"
Support,"Cruz, Rafael Edward Ted","$4,469.55","Facebook, Inc.",Facebook Ads,Presidential,,$0.00
Support,"Murphy, Patrick","$4,432.27",Facebook,Digital Ads,State,2016-10-17,$0.00
Support,"Cruz, Rafael 'Ted'","$4,385.60",Google,Digital Media Production/Placement- ILLINOIS,Presidential,2016-03-11,"$1,328,976.21"
Support,"Cruz, Rafael 'Ted'","$4,346.93",Google,Digital Media Production/Placement - NORTH CAROLINA,Presidential,2016-03-11,"$1,308,968.38"
Support,"Cruz, Rafael 'Ted'","$4,332.25",Google,Digital Media Production/Placement - MISSOURI,Presidential,2016-03-11,"$1,348,986.87"
Support,"Cruz, Rafael 'Ted'","$4,283.32",Facebook,Digital Media Production/Placement,Presidential,2016-02-26,"$578,600.80"
Support,"Cruz, Rafael Edward 'Ted'","$4,242.99",YouTube - Memo Item,Digital Media Production/Placement,Presidential,2015-12-17,$0.00
Support,"Cruz, Rafael 'Ted'","$4,178.74",Facebook,Digital Media Production/Placement - ARKANSAS,Presidential,2016-03-01,"$944,794.68"
Support,"Cruz, Rafael 'Ted'","$4,176.94",YouTube,Digital Media Production/Placement,Presidential,2016-01-31,"$477,374.42"
Support,"Cruz, Ted","$4,098.20",YouTube,Digital Media Production/Placement,Presidential,2016-01-28,"$415,049.65"
Support,"Cruz, Rafael 'Ted'","$4,072.46",Facebook,Digital Media Production/Placement,Presidential,2016-02-07,"$526,777.84"
Support,"Cruz, Rafael 'Ted'","$4,043.08",YouTube,Digital Media Production/Placement,Presidential,2016-01-29,"$431,478.28"
Support,"Cruz, Rafael 'Ted'","$4,011.03",Google,Digital Media Production/Placement - NORTH CAROLINA,Presidential,2016-03-12,"$1,421,434.45"
Support,"Cruz, Rafael 'Ted'","$4,008.97",Google,Digital Media Production/Placement - MISSOURI,Presidential,2016-03-12,"$1,460,832.50"
Support,"Cruz, Rafael 'Ted'","$4,004.60",Google,Digital Media Production/Placement - ILLINOIS,Presidential,2016-03-12,"$1,441,278.67"
Oppose,"Clinton, Hillary Rodham","$4,000.00",Facebook,Facebook Ads (Estimate),Presidential,2016-11-03,"$117,459.17"
Oppose,"Clinton, Hillary Rodham","$4,000.00",Facebook,Facebook Ads (Estimate),Presidential,2016-11-03,"$117,459.17"
Support,"Trump, Donald J.","$4,000.00",Facebook.com,Internet Advertising,Presidential,2016-11-05,"$19,000.00"
Support,"Blunt, Roy","$4,000.00",Google,Web Advertising,State,2016-11-02,"$6,750.00"
Oppose,"Brady, Kevin","$4,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$4,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$4,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$4,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$4,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$4,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$4,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$4,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Oppose,"Brady, Kevin","$4,000.00","Facebook, Inc.",Facebook Ads,State,,$0.00
Support,"Cruz, Rafael Edward 'Ted'","$3,994.76",YouTube - Memo Item,Digital Media Production/Placement,Presidential,2015-12-18,$0.00
Support,"Cruz, Rafael 'Ted'","$3,967.25",Facebook,Digital Media Production/Placement,Presidential,2016-02-02,"$503,483.69"
Oppose,"Trump, Donald","$3,854.67",Facebook,Digital media placement,Presidential,2016-09-10,"$33,954.67"
Support,"Cruz, Rafael Edward 'Ted'","$3,848.62",YouTube - Memo Item,Digital Media Production/Placement,Presidential,2015-12-20,$0.00
Support,"Cruz, Rafael 'Ted'","$3,803.07",Google,Digital Media Production/Placement,Presidential,2016-02-27,"$606,648.74"
Support,"Cruz, Rafael 'Ted'","$3,799.34",Google,Digital Media Production/Placement - MICHIGAN,Presidential,2016-03-07,"$1,211,811.59"
Support,"Cruz, Rafael Edward 'Ted'","$3,793.45",YouTube - Memo Item,Digital Media Production/Placement,Presidential,2015-12-19,$0.00
Support,"Cruz, Ted","$3,754.93",Facebook,Online Advertising,Presidential,,"$89,858.40"
